IdEntidad;GÇnero;Fecha nacimiento;Localidad;Provincia;C¢digo postal;Fidelidad;Fecha entrega;Fecha matriculaci¢n;Fecha venta;Fecha apertura;Km £ltima OR;Gama;Modelo;Versi¢n;Motor;Color
4044757#1;female;23/11/1958;SEVILLA;Sevilla;41015;INFIEL;22/10/2015;22/10/2015;22/10/2015;04/11/2020;19786;YARIS;YARIS 100 Active 5P;2015;1.33;Plata
4044707#1;male;30/04/1964;EL PEDROSO;Sevilla;41360;INFIEL;;28/07/2008;28/07/2008;05/06/2020;130108;HILUX;HILUX DOBLE CAB. VX 171 CV;2007;3.0;VERDE OSCURO MICA METALIZADO
4044669#1;female;30/10/1977;SEVILLA;Sevilla;41003;FIEL;;30/07/2004;30/07/2004;02/03/2022;121304;AVENSIS;AVENSIS 1.8 WG SOL;2003;1.8;PLATA MT
4044598#1;female;11/07/1966;Palomares del R°o;Sevilla;41928;INFIEL;24/09/2012;24/09/2012;24/09/2012;18/03/2019;50220;AYGO X CROSS;AYGO 70 5P CITY;2012;1.0;Blanco Nieve Classic
4044433#1;female;30/07/1967;SEVILLA;Sevilla;41020;INFIEL;;31/12/2007;31/12/2007;19/06/2018;62974;YARIS;YARIS 1.4 D4D 5P SOL;2007;1.4 High;BLANCO
4044271#1;male;02/06/1950;SEVILLA;Sevilla;41007;INFIEL;;;;20/02/2010;1;LAND CRUISER;LAND CRUISER D-4D 5P MANUAL;2003;3.0;ROJO OSCURO
4044237#1;female;16/05/1968;SEVILLA;Sevilla;41007;FIEL;12/08/2020;13/08/2020;12/08/2020;20/01/2022;17305;YARIS;YARIS HYBRID FEEL! 5P;2021;1.5;Blanco Classic
4043854#1;male;02/02/1968;SEVILLA;Sevilla;41018;FIEL;27/07/2010;27/07/2010;01/12/2010;14/06/2021;1;AVENSIS;AVENSIS 2.0 126 CSPORT ADVANCE;2010;2.0 High;Gris Oscuro Metal
4043851#1;female;12/01/1983;SEVILLA;Sevilla;41005;FIEL;;08/05/2008;08/05/2008;16/12/2021;71507;YARIS;YARIS 1.3 5P EDICION ESPECIAL;2007;1.3;ROJO
4043833#1;male;21/05/1964;GERENA;Sevilla;41860;INFIEL;15/12/2014;15/12/2014;28/04/2017;12/01/2018;101456;AURIS;AURIS 5P 90D M/T ACTIVE;2014;1.4 LOW;Blanco Classic
4043824#1;male;13/02/1946;DOS HERMANAS;Sevilla;41089;FIEL;15/02/2010;30/11/2009;30/11/2009;05/10/2021;140516;PRIUS;PRIUS ADVANCE;2009;1.8;Blanco Perlado
4043750#1;male;28/04/1970;CARMONA;Sevilla;41410;INFIEL;;14/11/2003;14/11/2003;29/05/2019;152276;AVENSIS;AVENSIS 2.0 D4D 116 5P SOL;2003;2.0 High;GRIS OSCURO MM
4043686#1;male;02/01/1955;SEVILLA;Sevilla;41020;INFIEL;24/07/2013;24/07/2013;01/10/2015;13/09/2016;64503;VERSO;VERSO 120D Advance 7 Plz;2013;120D ECO;Rojo Rub°
4043663#1;female;20/08/1964;SEVILLA;Sevilla;41020;INFIEL;;14/07/2009;14/07/2009;25/01/2016;59375;IQ;iQ 1.0;2009;1.0;Blanco Perlado
4043623#1;male;13/04/1952;DOS HERMANAS;Sevilla;41089;INFIEL;;;;10/01/2008;103185;N/A;N/A;2000;N/A;N/A
4043592#1;female;26/07/1977;SEVILLA;Sevilla;41020;INFIEL;12/07/2013;12/07/2013;12/07/2013;31/08/2020;70356;VERSO;VERSO 130 Advance 7 Plazas;2013;1.6;Blanco Perlado
4043454#1;female;31/08/1942;SEVILLA;Sevilla;41005;FIEL;15/05/2019;16/05/2019;15/05/2019;21/06/2022;21014;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Azul Ori¢n
4043428#1;female;12/12/1954;SEVILLA;Sevilla;41008;FIEL;26/10/2017;26/10/2017;21/11/2017;26/04/2022;38082;AURIS;AURIS 5P 90D M/T ACTIVE;2017;1.4 LOW;Blanco Classic
4043336#1;male;05/08/1955;EL VISO DEL ALCOR;Sevilla;41520;INFIEL;;;;17/08/2017;322526;N/A;N/A;2003;N/A;N/A
4043284#1;male;;SEVILLA;Sevilla;41012;INFIEL;;;;30/06/2009;111352;N/A;N/A;1999;N/A;N/A
4043211#1;male;;SEVILLA;Sevilla;41008;INFIEL;;;;28/06/2016;141003;N/A;N/A;2000;N/A;N/A
4043202#1;male;25/01/1982;DOS HERMANAS;Sevilla;41089;INFIEL;11/01/2011;30/12/2010;30/12/2010;22/10/2015;80712;VERSO;VERSO 2.0 D4D 5 PLZ ACTIVE;2011;2.0 High;BLANCO
4043012#1;female;06/04/1978;SEVILLA;Sevilla;41008;INFIEL;;29/03/2005;29/03/2005;05/02/2020;330233;COROLLA SEDAN;COROLLA 1.6 5P SOL;2004;1.6;AZUL CLARO MICA MT
4042992#1;male;;;;;FIEL;;02/03/2006;15/03/2011;18/11/2021;1;LAND CRUISER;LAND CRUISER D-4D 5P AUTO;2005;3.0;BEIGE METALLIC
4042963#1;female;;SEVILLA;Sevilla;41013;INFIEL;;;;21/02/2008;201353;N/A;N/A;2000;N/A;N/A
4042930#1;male;28/05/1990;SEVILLA;Sevilla;41013;INFIEL;19/10/2016;19/10/2016;19/10/2016;27/02/2018;8641;AURIS;AURIS 120T Active;2016;1.2T;Azul Denim
4042912#1;female;30/08/1962;SEVILLA;Sevilla;41007;FIEL;23/12/2015;23/12/2015;23/12/2015;09/06/2022;31869;AURIS;AURIS 120T Active;2015;1.2T;Pure White
4042834#1;male;30/08/1977;DOS HERMANAS;Sevilla;41701;FIEL;08/09/2017;30/08/2017;30/08/2017;16/09/2021;26628;YARIS;YARIS hybrid Active;2017;1.5;Rojo Classic
4042797#1;female;26/08/1969;BORMUJOS;Sevilla;41930;INFIEL;18/02/2014;18/02/2014;18/02/2014;18/11/2019;1;AURIS TOURING SPORTS;AURIS hybrid TS Active;2013;1.8;Blanco Perlado
4042508#1;male;02/01/1985;BOLLULLOS PAR DEL CONDADO;Huelva;21710;FIEL;29/10/2015;30/10/2015;29/10/2015;30/09/2021;41056;AURIS;AURIS hybrid Active;2015;1.8;Pure White
4042394#1;female;13/06/1975;SEVILLA;Sevilla;41015;FIEL;16/02/2022;17/02/2022;16/02/2022;15/02/2022;0;YARIS;Yaris  120 T/M 6v 5P S Edition;2023;1.5;Azul Okinawa
4042373#1;female;10/05/1977;SEVILLA;Sevilla;41011;INFIEL;;;;18/12/2019;242177;N/A;N/A;2003;N/A;N/A
4042311#1;female;12/12/1979;SEVILLA;Sevilla;41012;INFIEL;;03/07/2006;30/06/2006;04/02/2013;108001;COROLLA SEDAN;COROLLA 1.6 5P TERRA;2004;1.6;NEGRO MICA MT
4042066#1;female;03/10/1980;BORMUJOS;Sevilla;41930;INFIEL;14/05/2014;14/05/2014;22/09/2015;26/02/2019;79393;AVENSIS;AVENSIS CS 120D MT Advance;2014;120D ECO;Gris Grafito
4042035#1;female;16/06/1977;SEVILLA;Sevilla;41013;INFIEL;;30/07/2007;31/07/2007;16/12/2010;88904;VERSO;COROLLA VERSO D4D 136 7PZ LUNA;2007;2.2;Negro Mica
4042028#1;female;23/01/1963;SEVILLA;Sevilla;41008;INFIEL;27/10/2016;27/10/2016;27/10/2016;30/10/2020;36819;YARIS;YARIS 100 Active 5P;2016;1.33;Azul KallfÅ
4041908#1;male;;Larrabetzu;Bizkaia;48195;INFIEL;;29/04/2004;29/04/2004;07/04/2020;172423;LAND CRUISER;L.CRUISER D-4D 3P AUTOMATICO;2003;3.0;PLATA M
4041884#1;female;28/08/1964;SEVILLA;Sevilla;41013;INFIEL;04/06/2014;29/05/2014;29/05/2014;28/12/2020;56645;VERSO;VERSO 130 Advance 7 Plazas;2014;1.6;Blanco Classic
4041749#1;male;24/05/1977;SEVILLA;Sevilla;41009;INFIEL;;31/03/2009;31/03/2009;27/02/2013;37034;RAV 4;RAV4 2.0 ADVANCE 4x2;2009;2.0 Low;NEGRO
4041681#1;male;16/03/1977;CARMONA;Sevilla;41410;INFIEL;17/03/2017;17/03/2017;23/11/2017;21/11/2017;10858;AURIS;AURIS 5P 90D M/T ACTIVE;2017;1.4 LOW;Gris Meteoro
4041664#1;male;28/08/1953;LOS PALACIOS Y VILLAFRANCA;Sevilla;41720;INFIEL;;31/05/2005;31/05/2005;03/05/2016;58086;RAV 4;RAV4 1.8 5 PUERTAS;2004;1.8;PLATA M
4041656#1;female;15/03/1969;SEVILLA;Sevilla;41007;FIEL;;27/02/2008;27/02/2008;25/05/2022;30315;YARIS;YARIS 1.3 5P SOL M/M;2007;1.3;Plata Mica Metal
4041618#1;female;13/06/1973;LOS PALACIOS Y VILLAFRANCA;Sevilla;41720;INFIEL;16/07/2009;17/07/2009;17/07/2009;15/07/2011;30965;YARIS;YARIS 90D Active 5P;2009;1.4 High;ROJO
4041607#1;male;10/02/1983;DOS HERMANAS;Sevilla;41703;INFIEL;19/12/2012;19/12/2012;19/12/2012;07/06/2018;23886;AURIS;AURIS 1.4 D4D DPF 5P ACTIVE;2012;1.4 LOW;Plata
4041348#1;female;08/02/1974;SEVILLA;Sevilla;41012;FIEL;20/07/2010;20/07/2010;20/07/2010;24/05/2022;110271;AURIS;AURIS 5P 90D M/T ACTIVE;2010;1.4 LOW;Azul Blue Pacific
4041306#1;male;29/06/1965;SEVILLA;Sevilla;41020;FIEL;;31/03/2009;31/03/2009;07/06/2022;1;AVENSIS;AVENSIS 1.6 SD ACTIVE;2009;1.6;Azul Grisaceo Metal
4041129#1;male;29/08/1949;SEVILLA;Sevilla;41013;FIEL;26/11/2009;26/11/2009;26/11/2009;15/11/2021;128214;PRIUS;PRIUS ADVANCE;2009;1.8;Plata
4041027#1;female;01/12/1979;DOS HERMANAS;Sevilla;41704;INFIEL;;31/03/2009;31/03/2009;14/09/2012;77448;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;Gris Plata Metalizado
4040867#1;male;30/12/1970;SEVILLA;Sevilla;41002;FIEL;;27/04/2022;27/04/2022;03/05/2022;5;COROLLA;Corolla 125H e-CVT Feel!;2022;1.8;Azul Denim
4040867#1;male;30/12/1970;SEVILLA;Sevilla;41002;FIEL;;27/05/2022;27/05/2022;26/05/2022;5;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2023;2.5;Gris Grafito
40408568#1;male;19/01/1976;LOS PALACIOS Y VILLAFRANCA;Sevilla;41720;FIEL;28/09/2018;28/09/2018;28/12/2021;15/09/2021;22103;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
4040828#1;male;25/11/1974;SEVILLA;Sevilla;41019;INFIEL;;;;29/01/2019;284988;PRIUS;PRIUS ADVANCE;2012;1.8;Blanco Classic
4040773#1;male;15/02/1974;SEVILLA;Sevilla;41020;POT INFIEL;04/02/2014;31/01/2014;31/01/2014;13/07/2021;57204;VERSO;VERSO 130 Advance 5 plazas;2013;1.6;Gris Plomo
4040710#1;male;21/02/1963;DOS HERMANAS;Sevilla;41701;INFIEL;09/01/2013;09/01/2013;09/01/2013;21/07/2016;43260;AVENSIS;AVENSIS CS 120D MT Advance;2012;120D ECO;Negro Azabache
4040680#1;male;01/12/1970;ALCALµ DE GUADAIRA;Sevilla;41500;INFIEL;;19/10/2006;19/10/2006;13/07/2011;72843;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;AZUL OSCURO MICA MT
4040652#1;male;;SEVILLA;Sevilla;41006;INFIEL;;10/11/2006;10/11/2006;18/11/2020;185467;VERSO;COROLLA VERSO D4D 136 7PZ SOL;2006;2.2;Gris Mica MT
40402612#1;female;;SEVILLA;Sevilla;41011;FIEL;27/04/2021;29/04/2021;27/04/2021;22/04/2022;9490;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2021;1.8;Gris Diamante
4040233#1;male;28/01/1962;MAIRENA DEL ALJARAFE;Sevilla;41927;INFIEL;;31/05/2004;31/05/2004;12/06/2014;101673;LAND CRUISER;LAND CRUISER D-4D 5P MANUAL;2003;3.0;PLATA M
4039724#1;female;22/09/1975;HIGUERA DE LA SIERRA;Huelva;21220;INFIEL;;20/03/2006;20/03/2006;26/12/2018;227354;AVENSIS;AVENSIS 2.0 D4D 116 WG SOL;2003;2.0 High;AZUL OSCURO MM
4039697#1;male;04/08/1979;DOS HERMANAS;Sevilla;41089;INFIEL;;01/02/2006;31/01/2006;27/01/2010;1;VERSO;COROLLA VERSO D4D 136 7PZ SOL;2006;2.2;Plata Metal
4039695#1;female;01/01/1995;Alcal† de Guadaira;Sevilla;41500;FIEL;27/09/2012;27/09/2012;22/06/2017;30/11/2021;220785;AVENSIS;AVENSIS 150D A-DRV Executive;2012;2.2 High;Negro Azabache
4039644#1;N/A;;SEVILLA;Sevilla;41015;INFIEL;;30/09/2005;30/09/2005;15/07/2013;175291;LAND CRUISER;LAND CRUISER D-4D 5P AUTO;2005;3.0;Azul oscuro
4039632#1;female;19/11/1969;SEVILLA;Sevilla;41015;INFIEL;;27/09/2006;27/09/2006;31/05/2011;25575;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P LUNA;2006;1.4 High;BLANCO
4039527#1;female;04/07/1963;TOMARES;Sevilla;41940;FIEL;20/12/2018;20/12/2018;24/01/2022;11/05/2022;67154;AURIS;AURIS hybrid Active;2019;1.8;Blanco Classic
4039527#1;female;04/07/1963;TOMARES;Sevilla;41940;FIEL;02/06/2014;02/06/2014;29/07/2015;29/07/2015;26702;AYGO X CROSS;AYGO 70 5P LIVE;2013;1.0;Negro Frac
4039508#1;female;09/02/1979;HUELVA;Huelva;21003;FIEL;;30/07/2008;30/07/2008;11/11/2021;122546;YARIS;YARIS 1.3 5P EDICION ESPECIAL;2007;1.3;ROJO
4039445#1;male;27/09/1967;SEVILLA;Sevilla;41007;FIEL;02/01/2020;02/01/2020;24/07/2020;15/12/2021;33182;TOYOTA C-HR;TOYOTA C-HR 180H eCVT 5P ADV;2020;2.0 High;Bitono Gris Celestita y Techo negro
4039445#1;male;27/09/1967;SEVILLA;Sevilla;41007;FIEL;;31/01/2005;31/01/2005;26/12/2018;22;VERSO;COROLLA VERSO 1.8 7PZ LUNA;2004;1.8;BLANCO
4039378#1;female;07/07/1988;SEVILLA;Sevilla;41011;FIEL;25/07/2011;25/07/2011;25/07/2011;25/08/2020;75750;AURIS;AURIS hybrid Active;2010;1.8;Blanco White Pearl
4039378#1;female;07/07/1988;SEVILLA;Sevilla;41011;FIEL;17/12/2020;21/12/2020;19/12/2020;12/01/2022;8764;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2022;2.5;Plata Luna
4039232#1;female;11/11/1967;DOS HERMANAS;Sevilla;41089;FIEL;10/02/2015;10/02/2015;10/02/2015;13/05/2022;161290;YARIS;YARIS hybrid Active;2015;1.5;Blanco Classic
4039190#1;male;16/06/1977;DOS HERMANAS;Sevilla;41702;INFIEL;29/05/2017;29/05/2017;31/10/2019;14/11/2019;34133;AVENSIS;Avensis 115D TS Advance;2016;1.6;Pure White
4039092#1;female;21/09/1963;LA ALGABA;Sevilla;41980;INFIEL;;03/12/2007;30/11/2007;20/02/2018;126784;AURIS;AURIS 1.4 5P LUNA;2007;1.4;ROJO
4038978#1;female;19/05/1981;SEVILLA;Sevilla;41005;INFIEL;22/07/2009;30/06/2009;30/06/2009;17/09/2019;1;AURIS;AURIS 1.4 D4D 90 5 P ACTIVE;2009;1.4 High;Plata Metal
4038962#1;female;24/03/1976;LA ALGABA;Sevilla;41980;INFIEL;;28/11/2007;28/11/2007;21/03/2019;63414;YARIS;YARIS 1.3 5P EDICION ESPECIAL;2007;1.3;ROJO
4038835#1;male;;LA PALMA DEL CONDADO;Huelva;21700;INFIEL;;;;19/09/2006;51245;LAND CRUISER;LAND CRUISER D-4D 3P MANUAL;2003;3.0;NEGRO
4038831#1;male;25/04/1988;DOS HERMANAS;Sevilla;41702;POT INFIEL;21/06/2016;21/06/2016;21/06/2016;29/04/2021;68610;RAV 4;RAV4 150D 4X2 ADVANCE;2016;2.0D;Blanco Perlado
40387424#1;male;23/03/1962;OLIVARES;Sevilla;41804;FIEL;;28/12/2021;28/12/2021;24/01/2022;0;LAND CRUISER;LAND CRUISER 204D VX 5P T/A;2021;2.8;Bronce Maroc
4038735#1;male;07/03/1966;SEVILLA;Sevilla;41009;INFIEL;02/06/2017;31/05/2017;31/05/2017;12/08/2020;17155;VERSO;VERSO 130 Advance 7 Plazas;2017;1.6;Blanco Classic
4038733#1;male;17/08/1967;MAIRENA DEL ALJARAFE;Sevilla;41927;INFIEL;02/02/2011;02/02/2011;16/06/2016;11/06/2018;145948;AURIS;AURIS hybrid Active;2010;1.8;Blanco White Snow
4038733#1;male;17/08/1967;MAIRENA DEL ALJARAFE;Sevilla;41927;INFIEL;02/12/2003;02/12/2003;18/07/2008;25/07/2012;227070;PROACE CITY VERSO EV;PREVIA D4D 7P;2003;2.0 Low;GRIS ACERO
4038730#1;female;09/02/1952;EL PRIORATO;Sevilla;41440;INFIEL;25/03/2010;26/03/2010;26/03/2010;;;YARIS;YARIS 90D live 5P;2010;1.4 High;Blanco Nieve Classic
4038698#1;N/A;05/11/1967;SEVILLA;Sevilla;41004;FIEL;20/02/2015;20/02/2015;20/02/2015;27/09/2021;1;RAV 4;RAV4 120D 4x2 Advance;2015;120D ECO;Negro Azabache
4038671#1;male;;SEVILLA;Sevilla;41010;FIEL;;;30/11/2006;28/01/2022;140422;AVENSIS;AVENSIS 1.8 4P SOL;2006;1.8;ROJO
4038636#1;male;19/12/1964;SEVILLA;Sevilla;41015;INFIEL;12/09/2013;12/09/2013;12/09/2013;17/10/2016;32070;AURIS;AURIS 5P 90D M/T ACTIVE;2013;1.4 LOW;Plata
4038576#1;male;;SEVILLA;Sevilla;41020;INFIEL;;;;12/03/2013;1;;;;;
4038567#1;female;04/01/1969;SEVILLA;Sevilla;41014;INFIEL;06/07/2017;29/06/2017;29/06/2017;05/08/2020;35914;AURIS;AURIS hybrid Active;2017;1.8;Blanco Classic
4038539#1;male;17/11/1979;HUELMA;JaÇn;23560;FIEL;26/08/2021;27/08/2021;26/08/2021;30/05/2022;15215;RAV 4;RAV4 MY21 220H e-CVT 5P STYLE;2022;2.5;Bi-tono Blanco Perlado
4038403#1;female;26/12/1967;SALTERAS;Sevilla;41909;FIEL;03/08/2016;29/07/2016;29/07/2016;30/08/2021;99863;AVENSIS;Avensis 150D TS Advance;2016;2.0D;Azul Marino
4038379#1;male;29/06/1983;Mairena del Alcor;Sevilla;41510;INFIEL;18/03/2011;22/03/2011;18/03/2011;22/07/2013;27766;AVENSIS;AVENSIS 2.0 126 SD ACTIVE;2010;2.0 High;Blanco S¢lido
4038291#1;female;01/05/1948;San JosÇ de la Rinconada;Sevilla;41300;INFIEL;;13/02/2009;13/02/2009;11/03/2019;81799;AURIS;AURIS 1.33 5 PUERTAS ACTIVE;2008;1.33;Plata Metal
4038241#1;male;17/06/1960;SEVILLA;Sevilla;41011;FIEL;16/09/2020;17/09/2020;16/09/2020;31/08/2021;11096;TOYOTA C-HR;TOYOTA C-HR 180H eCVT 5P ADV;2020;2.0 High;Bitono Rojo Emoci¢n y Techo negro
4038241#1;male;17/06/1960;SEVILLA;Sevilla;41011;FIEL;;29/11/2018;29/11/2018;16/11/2021;24357;YARIS;YARIS 70 Active 5P;2019;1.0;Blanco Classic
4038226#1;male;15/05/1966;Alanis;Sevilla;41380;INFIEL;13/04/2015;31/03/2015;31/03/2015;08/04/2015;2;HILUX;HILUX D-4D DOBLE CAB. GX;2014;2.4;Blanco Classic
4038209#1;male;05/08/1966;Mairena del Alcor;Sevilla;41510;FIEL;;09/11/2006;09/11/2006;28/11/2017;229892;AVENSIS;AVENSIS 2.2 D4D 150 SD ADVANCE;2006;2.2;PLATA MT
4038209#1;male;05/08/1966;Mairena del Alcor;Sevilla;41510;FIEL;;29/11/2021;29/11/2021;26/11/2021;0;YARIS CROSS;Yaris Cross 120H e-CVT AWD-i;2021;1.5;Bi-tono Rojo Emoci¢n
4038143#1;male;;MOLINA DE SEGURA;Murcia;30500;INFIEL;;;20/07/2007;21/08/2017;188227;AVENSIS;AVENSIS 2.0 D4D 126 5P EXEC;2007;2.0 High;Verde Oliva Mica Metal
4038136#1;male;28/10/1978;MONTELLANO;Sevilla;41770;INFIEL;17/09/2014;19/09/2014;17/09/2014;07/11/2019;1;RAV 4;RAV4 120D 4x2 Advance;2014;120D ECO;Blanco Classic
4038035#1;female;10/11/1968;SEVILLA;Sevilla;41020;FIEL;;;;17/01/2017;22;N/A;N/A;2003;N/A;N/A
4037922#1;male;18/09/1967;DOS HERMANAS;Sevilla;41089;FIEL;;29/12/2020;29/12/2020;04/01/2022;15730;COROLLA;Corolla 125H e-CVT Active Tech;2021;1.8;Plata Polar
4037908#1;female;;SEVILLA;Sevilla;41020;INFIEL;24/02/2012;24/02/2012;24/02/2012;03/06/2020;132369;VERSO;VERSO 2.0 D4D 7PZ ACTIVE;2012;2.0 High;Blanco Classic
4037848#1;male;11/10/1970;SEVILLA;Sevilla;41003;INFIEL;02/12/2010;30/11/2010;30/11/2010;11/05/2016;44230;VERSO;VERSO 2.0 D4D 7PZ ADVANCE;2009;2.0 High;Plata Metalizado
4037754#1;female;13/03/1986;DOS HERMANAS;Sevilla;41702;INFIEL;;31/07/2007;31/07/2007;22/06/2018;133733;YARIS;YARIS 1.3 5P SOL;2007;1.3;ROJO
4037712#1;male;08/09/1976;BORMUJOS;Sevilla;41930;FIEL;17/02/2017;31/01/2017;31/01/2017;25/05/2022;56198;VERSO;VERSO 130 Advance 7 Plazas;2017;1.6;Plata
4037630#1;male;09/10/1976;SEVILLA;Sevilla;41011;INFIEL;;02/07/2007;30/06/2007;10/09/2019;174798;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;Azul Claro Mica Metal
4037468#1;female;16/04/1968;SEVILLA;Sevilla;41020;INFIEL;;24/11/2005;24/11/2005;23/04/2018;111894;YARIS;YARIS 1.3 5P EDICION ESPECIAL;2005;1.3;GRIS ACERO
4037388#1;female;17/01/1947;TORREQUINTO;Sevilla;41500;INFIEL;;28/06/2007;28/06/2007;04/04/2019;106056;AURIS;AURIS 1.4 3P LUNA;2007;1.4;Negro Mica
4037380#1;female;;Marchena;Sevilla;41620;INFIEL;;31/10/2007;31/10/2007;24/10/2017;119982;AURIS;AURIS 1.4 90 5P LUNA;2007;1.4 High;Azul Claro Mica Metal
4037301#1;male;;SEVILLA;Sevilla;41016;INFIEL;;29/04/2009;29/04/2009;04/09/2017;74160;PRIUS;PRIUS HSD 5P SOL;2008;1.5;Blanco Classic
4037270#1;male;;LINARES;JaÇn;23700;INFIEL;;;;08/02/2016;195578;N/A;N/A;1999;N/A;N/A
4037199#1;male;07/06/1961;SEVILLA;Sevilla;41020;POT INFIEL;31/01/2018;31/01/2018;31/01/2018;26/02/2021;62220;AURIS;AURIS 5P 90D M/T ACTIVE;2017;1.4 LOW;Abisal
4037124#1;male;27/02/1971;Marchena;Sevilla;41620;FIEL;30/08/2012;30/08/2012;30/08/2012;17/02/2022;190023;PRIUS;PRIUS ADVANCE;2012;1.8;Blanco Classic
4037053#1;male;05/03/1957;DOS HERMANAS;Sevilla;41701;INFIEL;;29/10/2008;29/10/2008;22/08/2018;105375;YARIS;YARIS 1.4 D4D 5P EDICION ESPEC;2007;1.4 High;ROJO
4037040#1;female;08/01/1963;DOS HERMANAS;Sevilla;41089;POT INFIEL;11/08/2016;29/07/2016;29/07/2016;13/07/2021;39617;AURIS;AURIS hybrid Active;2016;1.8;Pure White
4036998#1;male;06/07/1955;SEVILLA;Sevilla;41015;INFIEL;26/03/2010;30/11/2009;30/11/2009;01/02/2019;196495;YARIS CROSS;URBAN CRUISER 1.4 D ACTIVE 2WD;2009;1.4 High;AZUL OSCURO METALIZADO
4036952#1;male;11/01/1987;SEVILLA;Sevilla;41015;FIEL;26/10/2017;26/10/2017;15/07/2020;20/08/2021;1;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. DYN;2017;1.8;Bitono Blanco Perlado y Techo negro
4036925#1;male;;SEVILLA;Sevilla;41018;INFIEL;;02/06/2008;30/05/2008;19/07/2016;161745;HILUX;HILUX D-4D CAB.SENCILLA GX;2007;2.4;BLANCO SOLIDO
4036647#1;female;02/03/1965;VILLANUEVA DE SAN JUAN;Sevilla;41660;INFIEL;14/01/2010;14/01/2010;14/01/2010;04/01/2010;0;HILUX;HILUX 2.5 D-4D DOBLE CAB. VX;2008;2.4;PLATA METALIZADA
4036647#1;female;02/03/1965;VILLANUEVA DE SAN JUAN;Sevilla;41660;INFIEL;;03/08/2006;03/08/2006;02/12/2011;1;LAND CRUISER;LAND CRUISER D-4D 3P MANUAL;2005;3.0;PLATA M
4036512#1;male;13/06/1966;SEVILLA;Sevilla;41005;INFIEL;;01/02/2008;31/01/2008;17/03/2010;24741;VERSO;COROLLA VERSO 1.8 7PZ LUNA;2007;1.8;Gris Mica
4036457#1;male;;Utrera;Sevilla;41710;FIEL;04/05/2011;29/04/2011;29/04/2011;07/02/2022;186145;PRIUS;PRIUS ADVANCE;2009;1.8;Plata
4036453#1;male;03/01/1998;SEVILLA;Sevilla;41020;FIEL;06/07/2017;29/06/2017;29/06/2017;19/05/2022;68370;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2017;2.5;Azul Medianoche
4036409#1;N/A;13/02/1979;SEVILLA;Sevilla;41006;INFIEL;;15/11/2004;15/11/2004;10/01/2013;125986;COROLLA SEDAN;COROLLA 2.0 D4D 116 5P SOL;2004;2.0 High;AZUL CLARO MICA MT
4036243#1;male;13/09/1987;Alcal† de Guadaira;Sevilla;41500;INFIEL;12/03/2012;12/03/2012;06/02/2014;30/09/2020;1;YARIS;YARIS 90D live 5P;2012;1.4 High;Negro Azabache
4036161#1;female;20/04/1974;ALCALµ DE GUADAIRA;Sevilla;41500;POT INFIEL;24/04/2017;24/04/2017;24/04/2017;10/05/2021;76878;VERSO;VERSO 115D Advance 5 Plazas;2016;1.6;Gris Grafito
4036135#1;female;06/10/1974;SEVILLA;Sevilla;41010;INFIEL;;01/12/2006;25/11/2014;;;;Prius H°brido;2006;;
4036120#1;male;09/03/1959;Mairena del Alcor;Sevilla;41510;INFIEL;;03/09/2007;31/08/2007;31/01/2017;175724;VERSO;COROLLA VERSO D4D 136 7PZ LUNA;2007;2.2;Gris Mica
4036096#1;male;18/08/1966;SEVILLA;Sevilla;41010;FIEL;;29/02/2008;28/10/2009;13/01/2022;423488;LAND CRUISER;LAND CRUISER D-4D 5P VX AT;2008;3.0;PLATA M
4036096#1;male;18/08/1966;SEVILLA;Sevilla;41010;FIEL;;03/11/2003;31/10/2003;14/11/2017;124918;RAV 4;RAV4 1.8 5 PUERTAS;2004;1.8;PLATA M
4035981#1;male;30/08/1948;SEVILLA;Sevilla;41008;POT INFIEL;19/07/2017;19/07/2017;19/07/2017;23/04/2021;10136;AVENSIS;AVENSIS 150D Advance;2016;2.0D;Pure White
4035853#1;male;;;;;FIEL;01/04/2013;26/03/2013;26/03/2013;05/05/2022;291228;AURIS;AURIS hybrid Active;2013;1.8;Plata
4035797#1;female;18/01/1975;SEVILLA;Sevilla;41007;INFIEL;09/08/2011;09/08/2011;02/05/2012;30/07/2020;107278;VERSO;VERSO 130 Business 7 plazas;2011;1.6;AZUL METALIZADO
4035786#1;female;20/03/1979;SEVILLA;Sevilla;41013;INFIEL;02/06/2010;28/05/2010;28/05/2010;20/02/2017;77632;AVENSIS;AVENSIS 2.0 126 SD ACTIVE;2010;2.0 High;Gris Plata Metal
4035725#1;female;25/04/1969;DOS HERMANAS;Sevilla;41089;FIEL;;30/03/2009;30/03/2009;21/01/2022;118421;AURIS;AURIS 1.33 5 PUERTAS ACTIVE;2008;1.33;Plata Metal
